EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,18:53+02:00,12:46-05:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|289,SVMI,EDDI,11:45-04:00,05:17+02:00,300|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
EKCH,SKBO,18:53+02:00,11:54-05:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|295,SVMI,EBCI,09:37-04:00,02:20+02:00,300|68,EBCI,SKBO,05:49+02:00,11:54-05:00,360
EKCH,SKBO,04:35+02:00,19:28-05:00,0,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,04:35+02:00,01:32-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,04:35+02:00,23:04-05:00,0,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
EKCH,SKBO,04:35+02:00,11:08-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
EKCH,SKBO,04:35+02:00,15:55-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,04:35+02:00,22:53-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
EKCH,SKBO,04:35+02:00,07:40-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
EKCH,SKBO,04:35+02:00,14:27-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
EKCH,SKBO,04:35+02:00,02:40-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,04:35+02:00,02:43-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|417,SBBR,SGAS,17:21-03:00,19:16-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,04:35+02:00,10:27-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,04:35+02:00,13:50-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,04:35+02:00,20:51-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,04:35+02:00,02:43-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,04:35+02:00,01:22-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|433,SBBR,LATI,18:21-03:00,12:55+02:00,340|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
EKCH,SKBO,04:35+02:00,20:00-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
EKCH,SKBO,04:35+02:00,01:40-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
EKCH,SKBO,04:35+02:00,02:06-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|443,SBBR,LOWW,14:08-03:00,08:54+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360
EKCH,SKBO,04:35+02:00,02:06-05:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|445,SBBR,LOWW,16:12-03:00,10:58+02:00,360|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360
EKCH,SKBO,04:35+02:00,21:48-05:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|451,SBBR,EBCI,17:11-03:00,11:13+02:00,340|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
EKCH,SKBO,01:04+02:00,23:04-05:00,0,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
EKCH,SKBO,01:04+02:00,06:16-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
EKCH,SKBO,01:04+02:00,10:52-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,01:04+02:00,21:42-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,01:04+02:00,01:32-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,01:04+02:00,19:28-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,01:04+02:00,22:25-05:00,0,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
EKCH,SKBO,01:04+02:00,11:08-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
EKCH,SKBO,01:04+02:00,15:55-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,01:04+02:00,22:53-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
EKCH,SKBO,01:04+02:00,02:40-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,01:04+02:00,02:43-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,01:04+02:00,10:27-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,01:04+02:00,13:50-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,01:04+02:00,20:51-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,01:04+02:00,21:48-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|659,SLLP,EBCI,11:50-04:00,07:35+02:00,320|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
EKCH,SKBO,01:04+02:00,21:48-05:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|661,SLLP,EBCI,17:43-04:00,13:28+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
EKCH,SKBO,10:19+02:00,23:04-05:00,0,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
EKCH,SKBO,10:19+02:00,06:16-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
EKCH,SKBO,10:19+02:00,10:52-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,10:19+02:00,21:42-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,10:19+02:00,19:28-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,10:19+02:00,01:32-05:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,10:19+02:00,10:27-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,10:19+02:00,13:50-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,10:19+02:00,20:51-05:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,10:19+02:00,02:43-05:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,10:19+02:00,01:40-05:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
EKCH,SKBO,17:42+02:00,23:04-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
EKCH,SKBO,17:42+02:00,10:52-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,17:42+02:00,21:42-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,17:42+02:00,21:42-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,17:42+02:00,06:16-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
EKCH,SKBO,17:42+02:00,10:52-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,17:42+02:00,19:28-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,17:42+02:00,01:32-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,17:42+02:00,01:32-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,17:42+02:00,22:25-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
EKCH,SKBO,17:42+02:00,22:25-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
EKCH,SKBO,17:42+02:00,15:55-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,17:42+02:00,22:53-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
EKCH,SKBO,17:42+02:00,11:08-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
EKCH,SKBO,17:42+02:00,15:55-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,17:42+02:00,02:40-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|627,SLLP,SABE,09:10-04:00,14:58-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,17:42+02:00,02:40-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,17:42+02:00,20:51-05:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,17:42+02:00,02:43-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,17:42+02:00,02:43-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,17:42+02:00,10:27-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,17:42+02:00,13:50-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,17:42+02:00,11:43-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|643,SLLP,LATI,06:12-04:00,03:56+02:00,340|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
EKCH,SKBO,17:42+02:00,15:49-05:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|643,SLLP,LATI,06:12-04:00,03:56+02:00,340|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
EKCH,SKBO,21:37+02:00,23:04-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
EKCH,SKBO,21:37+02:00,21:42-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,21:37+02:00,06:16-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
EKCH,SKBO,21:37+02:00,10:52-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,21:37+02:00,19:28-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,21:37+02:00,01:32-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,21:37+02:00,01:32-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,21:37+02:00,19:28-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,21:37+02:00,22:25-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
EKCH,SKBO,21:37+02:00,22:25-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
EKCH,SKBO,21:37+02:00,11:08-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
EKCH,SKBO,21:37+02:00,15:55-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,21:37+02:00,02:40-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|627,SLLP,SABE,09:10-04:00,14:58-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,21:37+02:00,02:40-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
EKCH,SKBO,21:37+02:00,20:51-05:00,1,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,21:37+02:00,02:43-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,21:37+02:00,02:43-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,21:37+02:00,10:27-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,21:37+02:00,13:50-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,21:37+02:00,20:51-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,21:37+02:00,12:46-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|651,SLLP,EDDI,09:57-04:00,06:32+02:00,360|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
EKCH,SKBO,21:37+02:00,20:00-05:00,2,false|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|651,SLLP,EDDI,09:57-04:00,06:32+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
EKCH,SKBO,03:18+02:00,08:56-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
EKCH,SKBO,03:18+02:00,16:58-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
EKCH,SKBO,03:18+02:00,23:15-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
EKCH,SKBO,03:18+02:00,01:32-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,03:18+02:00,07:37-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
EKCH,SKBO,03:18+02:00,19:28-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
EKCH,SKBO,03:18+02:00,01:32-05:00,2,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
EKCH,SKBO,03:18+02:00,11:08-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
EKCH,SKBO,03:18+02:00,15:55-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
EKCH,SKBO,03:18+02:00,22:53-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
EKCH,SKBO,03:18+02:00,10:27-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
EKCH,SKBO,03:18+02:00,13:50-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
EKCH,SKBO,03:18+02:00,20:51-05:00,1,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
EKCH,SKBO,03:18+02:00,02:43-05:00,2,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
EKCH,SKBO,03:18+02:00,01:40-05:00,2,false|866,EKCH,SUAA,03:18+02:00,14:09-03:00,300|825,SUAA,EDDI,17:38-03:00,14:18+02:00,320|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
EKCH,SKBO,05:53+02:00,01:22-05:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
EKCH,SKBO,05:53+02:00,21:42-05:00,0,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|124,LATI,SEQM,10:12+02:00,18:31-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,05:53+02:00,06:16-05:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
EKCH,SKBO,05:53+02:00,10:52-05:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
EKCH,SKBO,05:53+02:00,21:42-05:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SKBO,05:53+02:00,23:15-05:00,0,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|284,LATI,SVMI,14:21+02:00,21:30-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
