LKPR,SKBO,05:04+02:00,21:42-05:00,0,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,12:08+02:00,13:50-05:00,1,false|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,12:08+02:00,20:51-05:00,1,false|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,12:08+02:00,02:43-05:00,2,false|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,22:27+02:00,19:28-05:00,1,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,22:27+02:00,01:32-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,22:27+02:00,21:42-05:00,1,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SEQM,07:28-03:00,11:14-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,22:27+02:00,21:42-05:00,1,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SEQM,08:15-03:00,12:01-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,22:27+02:00,23:04-05:00,1,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SLLP,14:06-03:00,17:56-04:00,300|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LKPR,SKBO,22:27+02:00,11:08-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,22:27+02:00,15:55-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,22:27+02:00,02:40-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SABE,10:17-03:00,14:16-03:00,360|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,22:27+02:00,02:40-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SABE,13:28-03:00,17:27-03:00,360|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,22:27+02:00,07:40-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SABE,20:43-03:00,00:42-03:00,320|SABE,SKBO,02:57-03:00,07:40-05:00,320
LKPR,SKBO,22:27+02:00,14:27-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SABE,20:43-03:00,00:42-03:00,320|SABE,SKBO,09:44-03:00,14:27-05:00,340
LKPR,SKBO,22:27+02:00,02:43-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SGAS,17:21-03:00,19:16-04:00,320|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,22:27+02:00,10:27-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,22:27+02:00,13:50-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,22:27+02:00,20:51-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,22:27+02:00,11:43-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,LATI,07:46-03:00,01:20+02:00,300|LATI,SKBO,04:11+02:00,11:43-05:00,360
LKPR,SKBO,22:27+02:00,15:49-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,LATI,07:46-03:00,01:20+02:00,300|LATI,SKBO,08:17+02:00,15:49-05:00,360
LKPR,SKBO,22:27+02:00,15:49-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,LATI,10:21-03:00,04:55+02:00,360|LATI,SKBO,08:17+02:00,15:49-05:00,360
LKPR,SKBO,22:27+02:00,12:46-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,EDDI,11:05-03:00,05:55+02:00,340|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LKPR,SKBO,22:27+02:00,20:00-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,EDDI,11:05-03:00,05:55+02:00,340|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LKPR,SKBO,22:27+02:00,20:00-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,EDDI,16:10-03:00,10:00+02:00,300|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LKPR,SKBO,22:27+02:00,12:06-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,LOWW,06:55-03:00,00:41+02:00,320|LOWW,SKBO,05:56+02:00,12:06-05:00,360
LKPR,SKBO,22:27+02:00,21:48-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,EBCI,12:12-03:00,06:14+02:00,360|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LKPR,SKBO,22:27+02:00,21:48-05:00,2,false|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,EBCI,17:11-03:00,11:13+02:00,340|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LKPR,SKBO,05:14+02:00,23:04-05:00,0,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LKPR,SKBO,05:14+02:00,06:16-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,04:29-05:00,06:16-05:00,340
LKPR,SKBO,05:14+02:00,10:52-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LKPR,SKBO,05:14+02:00,21:42-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,05:14+02:00,19:28-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SBBR,22:27-04:00,03:17-03:00,360|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,05:14+02:00,01:32-05:00,2,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SBBR,22:27-04:00,03:17-03:00,360|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,05:14+02:00,11:08-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,05:14+02:00,15:55-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,05:14+02:00,22:53-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,05:14+02:00,02:40-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SABE,15:35-04:00,20:23-03:00,340|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,05:14+02:00,10:27-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,05:14+02:00,13:50-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,05:14+02:00,20:51-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,05:14+02:00,02:43-05:00,2,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,05:14+02:00,01:40-05:00,2,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,EDDI,21:33-04:00,18:08+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LKPR,SKBO,05:14+02:00,02:06-05:00,2,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,LOWW,16:54-04:00,13:35+02:00,300|LOWW,SKBO,19:56+02:00,02:06-05:00,360
LKPR,SKBO,05:14+02:00,21:48-05:00,1,false|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,EBCI,17:43-04:00,13:28+02:00,360|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LKPR,SKBO,10:38+02:00,23:04-05:00,0,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LKPR,SKBO,10:38+02:00,06:16-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,04:29-05:00,06:16-05:00,340
LKPR,SKBO,10:38+02:00,10:52-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LKPR,SKBO,10:38+02:00,21:42-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,10:38+02:00,19:28-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SBBR,22:27-04:00,03:17-03:00,360|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,10:38+02:00,01:32-05:00,2,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SBBR,22:27-04:00,03:17-03:00,360|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,10:38+02:00,11:08-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,10:38+02:00,15:55-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,10:38+02:00,22:53-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,10:38+02:00,10:27-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,10:38+02:00,13:50-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,10:38+02:00,20:51-05:00,1,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,10:38+02:00,02:43-05:00,2,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,10:38+02:00,01:40-05:00,2,false|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,EDDI,21:33-04:00,18:08+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LKPR,SKBO,13:47+02:00,10:27-05:00,1,false|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,13:47+02:00,13:50-05:00,1,false|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,13:47+02:00,20:51-05:00,1,false|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,13:47+02:00,02:43-05:00,2,false|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,22:37+02:00,23:04-05:00,1,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LKPR,SKBO,22:37+02:00,21:42-05:00,1,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SEQM,10:46-04:00,13:23-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,22:37+02:00,06:16-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,04:29-05:00,06:16-05:00,340
LKPR,SKBO,22:37+02:00,10:52-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LKPR,SKBO,22:37+02:00,21:42-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,22:37+02:00,01:32-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SBBR,12:27-04:00,17:17-03:00,360|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,22:37+02:00,19:28-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SBBR,22:27-04:00,03:17-03:00,360|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,22:37+02:00,22:25-05:00,1,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SPIM,08:30-04:00,10:50-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LKPR,SKBO,22:37+02:00,22:25-05:00,1,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SPIM,12:10-04:00,14:30-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LKPR,SKBO,22:37+02:00,11:08-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,22:37+02:00,15:55-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SCEL,19:23-04:00,00:46-03:00,320|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,22:37+02:00,02:40-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SABE,09:10-04:00,14:58-03:00,340|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,22:37+02:00,02:40-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SABE,15:35-04:00,20:23-03:00,340|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,22:37+02:00,02:43-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,22:37+02:00,10:27-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,22:37+02:00,13:50-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,22:37+02:00,20:51-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,22:37+02:00,12:46-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,EDDI,09:57-04:00,06:32+02:00,360|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LKPR,SKBO,22:37+02:00,20:00-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,EDDI,09:57-04:00,06:32+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LKPR,SKBO,22:37+02:00,21:48-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,EBCI,11:50-04:00,07:35+02:00,320|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LKPR,SKBO,22:37+02:00,21:48-05:00,2,false|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,EBCI,17:43-04:00,13:28+02:00,360|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LKPR,SKBO,04:42+02:00,08:56-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SVMI,22:40-03:00,05:57-04:00,340|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LKPR,SKBO,04:42+02:00,16:58-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SVMI,22:40-03:00,05:57-04:00,340|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LKPR,SKBO,04:42+02:00,23:15-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SVMI,22:40-03:00,05:57-04:00,340|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LKPR,SKBO,04:42+02:00,07:37-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SBBR,20:11-03:00,00:04-03:00,320|SBBR,SKBO,03:02-03:00,07:37-05:00,320
LKPR,SKBO,04:42+02:00,19:28-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SBBR,20:11-03:00,00:04-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,04:42+02:00,01:32-05:00,2,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SBBR,20:11-03:00,00:04-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,04:42+02:00,11:08-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,04:42+02:00,15:55-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,04:42+02:00,22:53-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,04:42+02:00,10:27-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,04:42+02:00,13:50-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,04:42+02:00,20:51-05:00,1,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,04:42+02:00,02:43-05:00,2,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SKBO,21:03-04:00,02:43-05:00,320
LKPR,SKBO,04:42+02:00,01:40-05:00,2,false|LKPR,SUAA,04:42+02:00,15:17-03:00,300|SUAA,EDDI,17:38-03:00,14:18+02:00,320|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LKPR,SKBO,11:13+02:00,11:08-05:00,1,false|LKPR,SUAA,11:13+02:00,22:48-03:00,320|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,11:13+02:00,15:55-05:00,1,false|LKPR,SUAA,11:13+02:00,22:48-03:00,320|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,11:13+02:00,22:53-05:00,1,false|LKPR,SUAA,11:13+02:00,22:48-03:00,320|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,14:45+02:00,17:51-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LKPR,SKBO,14:45+02:00,21:42-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SEQM,04:39-03:00,09:12-05:00,300|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,14:45+02:00,21:42-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SEQM,09:09-03:00,14:42-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SKBO,14:45+02:00,16:58-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SVMI,04:33-03:00,11:50-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LKPR,SKBO,14:45+02:00,23:15-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SVMI,04:33-03:00,11:50-04:00,300|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LKPR,SKBO,14:45+02:00,23:15-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SVMI,08:33-03:00,15:50-04:00,360|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LKPR,SKBO,14:45+02:00,23:15-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SVMI,12:28-03:00,19:45-04:00,320|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LKPR,SKBO,14:45+02:00,08:56-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SVMI,22:40-03:00,05:57-04:00,340|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LKPR,SKBO,14:45+02:00,19:28-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SBBR,07:19-03:00,11:12-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LKPR,SKBO,14:45+02:00,01:32-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SBBR,07:19-03:00,11:12-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,14:45+02:00,01:32-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SBBR,14:42-03:00,18:35-03:00,340|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LKPR,SKBO,14:45+02:00,07:37-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SBBR,20:11-03:00,00:04-03:00,320|SBBR,SKBO,03:02-03:00,07:37-05:00,320
LKPR,SKBO,14:45+02:00,22:25-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SPIM,05:54-03:00,09:58-05:00,360|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LKPR,SKBO,14:45+02:00,11:08-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SCEL,02:10-03:00,05:48-03:00,360|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,14:45+02:00,15:55-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SCEL,02:10-03:00,05:48-03:00,360|SCEL,SKBO,10:43-03:00,15:55-05:00,340
LKPR,SKBO,14:45+02:00,22:53-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SCEL,02:10-03:00,05:48-03:00,360|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,14:45+02:00,22:53-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SCEL,10:55-03:00,13:33-03:00,340|SCEL,SKBO,17:41-03:00,22:53-05:00,360
LKPR,SKBO,14:45+02:00,11:08-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SCEL,23:26-03:00,02:04-03:00,360|SCEL,SKBO,06:56-03:00,11:08-05:00,300
LKPR,SKBO,14:45+02:00,02:40-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SABE,08:15-03:00,10:28-03:00,340|SABE,SKBO,21:57-03:00,02:40-05:00,340
LKPR,SKBO,14:45+02:00,10:27-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,02:09-03:00,04:24-04:00,340|SGAS,SKBO,05:47-04:00,10:27-05:00,340
LKPR,SKBO,14:45+02:00,13:50-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,02:09-03:00,04:24-04:00,340|SGAS,SKBO,08:10-04:00,13:50-05:00,300
LKPR,SKBO,14:45+02:00,20:51-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,02:09-03:00,04:24-04:00,340|SGAS,SKBO,15:11-04:00,20:51-05:00,320
LKPR,SKBO,14:45+02:00,02:43-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,02:09-03:00,04:24-04:00,340|SGAS,SKBO,21:03-04:00,02:43-05:00,320
