UMMS,SKBO,03:40+03:00,21:42-05:00,0,false|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,07:24+03:00,02:43-05:00,2,false|454,UMMS,SBBR,07:24+03:00,16:26-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
UMMS,SKBO,07:24+03:00,01:22-05:00,2,false|454,UMMS,SBBR,07:24+03:00,16:26-03:00,360|433,SBBR,LATI,18:21-03:00,12:55+02:00,340|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
UMMS,SKBO,07:24+03:00,21:48-05:00,1,false|454,UMMS,SBBR,07:24+03:00,16:26-03:00,360|451,SBBR,EBCI,17:11-03:00,11:13+02:00,340|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,23:18+03:00,19:28-05:00,1,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
UMMS,SKBO,23:18+03:00,01:32-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
UMMS,SKBO,23:18+03:00,23:04-05:00,1,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,23:18+03:00,11:08-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
UMMS,SKBO,23:18+03:00,15:55-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
UMMS,SKBO,23:18+03:00,22:53-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,23:18+03:00,02:40-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|407,SBBR,SABE,10:17-03:00,14:16-03:00,360|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
UMMS,SKBO,23:18+03:00,02:40-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|409,SBBR,SABE,13:28-03:00,17:27-03:00,360|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
UMMS,SKBO,23:18+03:00,07:40-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,23:18+03:00,14:27-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,23:18+03:00,02:43-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|417,SBBR,SGAS,17:21-03:00,19:16-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
UMMS,SKBO,23:18+03:00,10:27-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
UMMS,SKBO,23:18+03:00,13:50-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
UMMS,SKBO,23:18+03:00,20:51-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
UMMS,SKBO,23:18+03:00,15:49-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|431,SBBR,LATI,10:21-03:00,04:55+02:00,360|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
UMMS,SKBO,23:18+03:00,12:46-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|437,SBBR,EDDI,11:05-03:00,05:55+02:00,340|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
UMMS,SKBO,23:18+03:00,20:00-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|437,SBBR,EDDI,11:05-03:00,05:55+02:00,340|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
UMMS,SKBO,23:18+03:00,20:00-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
UMMS,SKBO,23:18+03:00,21:48-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|449,SBBR,EBCI,12:12-03:00,06:14+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,23:18+03:00,21:48-05:00,2,false|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|451,SBBR,EBCI,17:11-03:00,11:13+02:00,340|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,00:23+03:00,22:25-05:00,0,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
UMMS,SKBO,00:23+03:00,21:42-05:00,0,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,00:23+03:00,06:16-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
UMMS,SKBO,00:23+03:00,10:52-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
UMMS,SKBO,00:23+03:00,21:42-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,00:23+03:00,23:15-05:00,0,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|254,SPIM,SVMI,11:06-05:00,17:32-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,00:23+03:00,08:56-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
UMMS,SKBO,00:23+03:00,16:58-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
UMMS,SKBO,00:23+03:00,23:15-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,00:23+03:00,23:04-05:00,0,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|549,SPIM,SLLP,14:59-05:00,18:19-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,00:23+03:00,11:08-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
UMMS,SKBO,00:23+03:00,15:55-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
UMMS,SKBO,00:23+03:00,22:53-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,00:23+03:00,07:40-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,00:23+03:00,14:27-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,00:23+03:00,07:40-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,00:23+03:00,14:27-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,00:23+03:00,17:51-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|579,SPIM,SUAA,23:36-05:00,07:40-03:00,320|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
UMMS,SKBO,00:23+03:00,20:00-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|591,SPIM,EDDI,09:49-05:00,07:43+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
UMMS,SKBO,00:23+03:00,21:48-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|601,SPIM,EBCI,09:49-05:00,07:53+02:00,320|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,00:23+03:00,21:48-05:00,1,false|608,UMMS,SPIM,00:23+03:00,09:34-05:00,360|603,SPIM,EBCI,14:34-05:00,12:38+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,08:51+03:00,22:25-05:00,0,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
UMMS,SKBO,08:51+03:00,06:16-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
UMMS,SKBO,08:51+03:00,10:52-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
UMMS,SKBO,08:51+03:00,21:42-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,08:51+03:00,08:56-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
UMMS,SKBO,08:51+03:00,16:58-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
UMMS,SKBO,08:51+03:00,23:15-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,08:51+03:00,11:08-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
UMMS,SKBO,08:51+03:00,15:55-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
UMMS,SKBO,08:51+03:00,22:53-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,08:51+03:00,07:40-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,08:51+03:00,14:27-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,08:51+03:00,02:40-05:00,2,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
UMMS,SKBO,08:51+03:00,17:51-05:00,1,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|579,SPIM,SUAA,23:36-05:00,07:40-03:00,320|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
UMMS,SKBO,08:51+03:00,01:22-05:00,2,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|587,SPIM,LATI,18:55-05:00,17:14+02:00,360|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
UMMS,SKBO,08:51+03:00,01:40-05:00,2,false|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
UMMS,SKBO,15:15+03:00,08:51-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|20,SPIM,SKBO,04:35-05:00,08:51-05:00,340
UMMS,SKBO,15:15+03:00,12:18-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|22,SPIM,SKBO,08:02-05:00,12:18-05:00,300
UMMS,SKBO,15:15+03:00,22:25-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
UMMS,SKBO,15:15+03:00,21:42-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|84,SPIM,SEQM,06:02-05:00,09:43-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,15:15+03:00,21:42-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,15:15+03:00,06:16-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
UMMS,SKBO,15:15+03:00,10:52-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
UMMS,SKBO,15:15+03:00,16:58-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|252,SPIM,SVMI,04:00-05:00,10:26-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
UMMS,SKBO,15:15+03:00,23:15-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|252,SPIM,SVMI,04:00-05:00,10:26-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,15:15+03:00,23:15-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|254,SPIM,SVMI,11:06-05:00,17:32-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,15:15+03:00,08:56-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
UMMS,SKBO,15:15+03:00,19:28-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|394,SPIM,SBBR,00:35-05:00,08:40-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
UMMS,SKBO,15:15+03:00,01:32-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|394,SPIM,SBBR,00:35-05:00,08:40-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
UMMS,SKBO,15:15+03:00,23:04-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|545,SPIM,SLLP,05:55-05:00,09:15-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,15:15+03:00,23:04-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|547,SPIM,SLLP,08:37-05:00,12:57-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,15:15+03:00,23:04-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|549,SPIM,SLLP,14:59-05:00,18:19-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,15:15+03:00,22:53-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|553,SPIM,SCEL,04:26-05:00,11:30-03:00,360|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,15:15+03:00,22:53-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,15:15+03:00,11:08-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
UMMS,SKBO,15:15+03:00,02:40-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|561,SPIM,SABE,05:29-05:00,12:23-03:00,320|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
UMMS,SKBO,15:15+03:00,02:40-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|563,SPIM,SABE,07:21-05:00,14:15-03:00,320|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
UMMS,SKBO,15:15+03:00,07:40-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,15:15+03:00,14:27-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,15:15+03:00,07:40-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,15:15+03:00,14:27-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,15:15+03:00,20:51-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|569,SPIM,SGAS,07:33-05:00,13:45-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
UMMS,SKBO,15:15+03:00,02:43-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|569,SPIM,SGAS,07:33-05:00,13:45-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
UMMS,SKBO,15:15+03:00,02:43-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|571,SPIM,SGAS,09:28-05:00,15:40-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
UMMS,SKBO,15:15+03:00,17:51-05:00,1,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|575,SPIM,SUAA,00:55-05:00,08:59-03:00,300|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
UMMS,SKBO,15:15+03:00,11:43-05:00,2,false|612,UMMS,SPIM,15:15+03:00,00:26-05:00,360|581,SPIM,LATI,04:25-05:00,03:44+02:00,300|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
UMMS,SKBO,23:27+03:00,22:25-05:00,1,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
UMMS,SKBO,23:27+03:00,21:42-05:00,1,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,23:27+03:00,06:16-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
UMMS,SKBO,23:27+03:00,10:52-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
UMMS,SKBO,23:27+03:00,21:42-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,23:27+03:00,23:15-05:00,1,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|254,SPIM,SVMI,11:06-05:00,17:32-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,23:27+03:00,08:56-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
UMMS,SKBO,23:27+03:00,16:58-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
UMMS,SKBO,23:27+03:00,23:15-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|258,SPIM,SVMI,18:15-05:00,00:41-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
UMMS,SKBO,23:27+03:00,23:04-05:00,1,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|549,SPIM,SLLP,14:59-05:00,18:19-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,23:27+03:00,11:08-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
UMMS,SKBO,23:27+03:00,15:55-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
UMMS,SKBO,23:27+03:00,22:53-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
UMMS,SKBO,23:27+03:00,07:40-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,23:27+03:00,14:27-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,23:27+03:00,07:40-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
UMMS,SKBO,23:27+03:00,14:27-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
UMMS,SKBO,23:27+03:00,02:43-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|571,SPIM,SGAS,09:28-05:00,15:40-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
UMMS,SKBO,23:27+03:00,17:51-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|579,SPIM,SUAA,23:36-05:00,07:40-03:00,320|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
UMMS,SKBO,23:27+03:00,20:00-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|591,SPIM,EDDI,09:49-05:00,07:43+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
UMMS,SKBO,23:27+03:00,21:48-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|601,SPIM,EBCI,09:49-05:00,07:53+02:00,320|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,23:27+03:00,21:48-05:00,2,false|614,UMMS,SPIM,23:27+03:00,08:38-05:00,320|603,SPIM,EBCI,14:34-05:00,12:38+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
UMMS,SKBO,03:59+03:00,23:04-05:00,0,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
UMMS,SKBO,03:59+03:00,06:16-05:00,1,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
UMMS,SKBO,03:59+03:00,10:52-05:00,1,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
UMMS,SKBO,03:59+03:00,21:42-05:00,1,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SKBO,03:59+03:00,19:28-05:00,1,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
UMMS,SKBO,03:59+03:00,01:32-05:00,2,false|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
