VIDP,SKBO,00:44+05:00,21:42-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,04:18+05:00,01:32-05:00,2,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,04:18+05:00,11:08-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,04:18+05:00,15:55-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
VIDP,SKBO,04:18+05:00,22:53-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
VIDP,SKBO,04:18+05:00,10:27-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,04:18+05:00,13:50-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
VIDP,SKBO,04:18+05:00,20:51-05:00,1,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,04:18+05:00,02:43-05:00,2,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,04:18+05:00,01:40-05:00,2,false|704,VIDP,SLLP,04:18+05:00,17:39-04:00,320|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
VIDP,SKBO,13:25+05:00,23:04-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
VIDP,SKBO,13:25+05:00,10:52-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
VIDP,SKBO,13:25+05:00,21:42-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,13:25+05:00,21:42-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,13:25+05:00,06:16-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
VIDP,SKBO,13:25+05:00,10:52-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
VIDP,SKBO,13:25+05:00,19:28-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
VIDP,SKBO,13:25+05:00,01:32-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,13:25+05:00,01:32-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,13:25+05:00,22:25-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
VIDP,SKBO,13:25+05:00,22:25-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
VIDP,SKBO,13:25+05:00,11:08-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,13:25+05:00,02:40-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|627,SLLP,SABE,09:10-04:00,14:58-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
VIDP,SKBO,13:25+05:00,02:40-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
VIDP,SKBO,13:25+05:00,20:51-05:00,1,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,13:25+05:00,02:43-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|633,SLLP,SGAS,06:30-04:00,09:24-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,13:25+05:00,02:43-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,13:25+05:00,10:27-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,13:25+05:00,11:43-05:00,2,false|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320|643,SLLP,LATI,06:12-04:00,03:56+02:00,340|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
VIDP,SKBO,21:05+05:00,23:04-05:00,1,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
VIDP,SKBO,21:05+05:00,21:42-05:00,1,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,21:05+05:00,06:16-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
VIDP,SKBO,21:05+05:00,10:52-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
VIDP,SKBO,21:05+05:00,01:32-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,21:05+05:00,19:28-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
VIDP,SKBO,21:05+05:00,22:25-05:00,1,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
VIDP,SKBO,21:05+05:00,11:08-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,21:05+05:00,15:55-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
VIDP,SKBO,21:05+05:00,02:40-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
VIDP,SKBO,21:05+05:00,02:43-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,21:05+05:00,10:27-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,21:05+05:00,13:50-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
VIDP,SKBO,21:05+05:00,20:51-05:00,2,false|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,04:35+05:00,08:56-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
VIDP,SKBO,04:35+05:00,16:58-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
VIDP,SKBO,04:35+05:00,23:15-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,04:35+05:00,07:37-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
VIDP,SKBO,04:35+05:00,19:28-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
VIDP,SKBO,04:35+05:00,01:32-05:00,2,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,04:35+05:00,11:08-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,04:35+05:00,15:55-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
VIDP,SKBO,04:35+05:00,22:53-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
VIDP,SKBO,04:35+05:00,10:27-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,04:35+05:00,13:50-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
VIDP,SKBO,04:35+05:00,20:51-05:00,1,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,04:35+05:00,02:43-05:00,2,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,04:35+05:00,01:40-05:00,2,false|870,VIDP,SUAA,04:35+05:00,17:07-03:00,320|825,SUAA,EDDI,17:38-03:00,14:18+02:00,320|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
VIDP,SKBO,12:43+05:00,17:51-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
VIDP,SKBO,12:43+05:00,21:42-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,12:43+05:00,21:42-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,12:43+05:00,16:58-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
VIDP,SKBO,12:43+05:00,23:15-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,12:43+05:00,23:15-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|276,SUAA,SVMI,08:33-03:00,15:50-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,12:43+05:00,23:15-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,12:43+05:00,08:56-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
VIDP,SKBO,12:43+05:00,19:28-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
VIDP,SKBO,12:43+05:00,01:32-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,12:43+05:00,01:32-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,12:43+05:00,07:37-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
VIDP,SKBO,12:43+05:00,22:25-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|576,SUAA,SPIM,05:54-03:00,09:58-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
VIDP,SKBO,12:43+05:00,11:08-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|780,SUAA,SCEL,02:10-03:00,05:48-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,12:43+05:00,15:55-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|780,SUAA,SCEL,02:10-03:00,05:48-03:00,360|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
VIDP,SKBO,12:43+05:00,22:53-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|780,SUAA,SCEL,02:10-03:00,05:48-03:00,360|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
VIDP,SKBO,12:43+05:00,22:53-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
VIDP,SKBO,12:43+05:00,11:08-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,12:43+05:00,02:40-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|804,SUAA,SABE,08:15-03:00,10:28-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
VIDP,SKBO,12:43+05:00,10:27-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,12:43+05:00,13:50-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
VIDP,SKBO,12:43+05:00,20:51-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,12:43+05:00,02:43-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,12:43+05:00,20:51-05:00,1,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,12:43+05:00,02:43-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,12:43+05:00,10:27-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,12:43+05:00,11:43-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|815,SUAA,LATI,05:34-03:00,02:48+02:00,340|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
VIDP,SKBO,12:43+05:00,11:43-05:00,2,false|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|817,SUAA,LATI,06:58-03:00,03:12+02:00,320|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
VIDP,SKBO,16:52+05:00,17:51-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
VIDP,SKBO,16:52+05:00,21:42-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,16:52+05:00,23:15-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|276,SUAA,SVMI,08:33-03:00,15:50-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,16:52+05:00,23:15-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,16:52+05:00,08:56-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
VIDP,SKBO,16:52+05:00,19:28-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
VIDP,SKBO,16:52+05:00,01:32-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,16:52+05:00,01:32-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
VIDP,SKBO,16:52+05:00,07:37-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
VIDP,SKBO,16:52+05:00,22:25-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|576,SUAA,SPIM,05:54-03:00,09:58-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
VIDP,SKBO,16:52+05:00,22:53-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
VIDP,SKBO,16:52+05:00,11:08-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
VIDP,SKBO,16:52+05:00,15:55-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
VIDP,SKBO,16:52+05:00,02:40-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|804,SUAA,SABE,08:15-03:00,10:28-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
VIDP,SKBO,16:52+05:00,20:51-05:00,1,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
VIDP,SKBO,16:52+05:00,02:43-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
VIDP,SKBO,16:52+05:00,10:27-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
VIDP,SKBO,16:52+05:00,13:50-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
VIDP,SKBO,16:52+05:00,11:43-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|815,SUAA,LATI,05:34-03:00,02:48+02:00,340|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
VIDP,SKBO,16:52+05:00,15:49-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|815,SUAA,LATI,05:34-03:00,02:48+02:00,340|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
VIDP,SKBO,16:52+05:00,11:43-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|817,SUAA,LATI,06:58-03:00,03:12+02:00,320|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
VIDP,SKBO,16:52+05:00,15:49-05:00,2,false|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|817,SUAA,LATI,06:58-03:00,03:12+02:00,320|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
VIDP,SKBO,00:30+05:00,15:49-05:00,0,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
VIDP,SKBO,00:30+05:00,01:22-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
VIDP,SKBO,00:30+05:00,21:42-05:00,0,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|124,LATI,SEQM,10:12+02:00,18:31-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,00:30+05:00,06:16-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
VIDP,SKBO,00:30+05:00,10:52-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
VIDP,SKBO,00:30+05:00,21:42-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SKBO,00:30+05:00,23:15-05:00,0,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|284,LATI,SVMI,14:21+02:00,21:30-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,00:30+05:00,08:56-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
VIDP,SKBO,00:30+05:00,16:58-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
VIDP,SKBO,00:30+05:00,23:15-05:00,1,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
VIDP,SKBO,00:30+05:00,19:28-05:00,0,false|934,VIDP,LATI,00:30+05:00,05:18+02:00,360|430,LATI,SBBR,06:30+02:00,14:04-03:00,300|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
