LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,12:12+02:00,10:27-05:00,1,false|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
LDZA,SKBO,12:12+02:00,13:50-05:00,1,false|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
LDZA,SKBO,12:12+02:00,20:51-05:00,1,false|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
LDZA,SKBO,12:12+02:00,02:43-05:00,2,false|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LDZA,SKBO,03:10+02:00,23:04-05:00,0,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,03:10+02:00,06:16-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
LDZA,SKBO,03:10+02:00,10:52-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
LDZA,SKBO,03:10+02:00,21:42-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,03:10+02:00,19:28-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,03:10+02:00,01:32-05:00,2,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,03:10+02:00,11:08-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LDZA,SKBO,03:10+02:00,15:55-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LDZA,SKBO,03:10+02:00,22:53-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,03:10+02:00,02:40-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
LDZA,SKBO,03:10+02:00,02:43-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LDZA,SKBO,03:10+02:00,10:27-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
LDZA,SKBO,03:10+02:00,13:50-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
LDZA,SKBO,03:10+02:00,20:51-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
LDZA,SKBO,03:10+02:00,02:43-05:00,2,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LDZA,SKBO,03:10+02:00,01:40-05:00,2,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
LDZA,SKBO,03:10+02:00,02:06-05:00,2,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|655,SLLP,LOWW,16:54-04:00,13:35+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360
LDZA,SKBO,03:10+02:00,21:48-05:00,1,false|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|661,SLLP,EBCI,17:43-04:00,13:28+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
LDZA,SKBO,21:11+02:00,23:04-05:00,1,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,21:11+02:00,21:42-05:00,1,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,21:11+02:00,06:16-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
LDZA,SKBO,21:11+02:00,10:52-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
LDZA,SKBO,21:11+02:00,19:28-05:00,1,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,21:11+02:00,01:32-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,21:11+02:00,01:32-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,21:11+02:00,19:28-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,21:11+02:00,22:25-05:00,1,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LDZA,SKBO,21:11+02:00,22:25-05:00,1,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LDZA,SKBO,21:11+02:00,11:08-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LDZA,SKBO,21:11+02:00,15:55-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LDZA,SKBO,21:11+02:00,02:40-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|627,SLLP,SABE,09:10-04:00,14:58-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
LDZA,SKBO,21:11+02:00,02:40-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|629,SLLP,SABE,15:35-04:00,20:23-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
LDZA,SKBO,21:11+02:00,02:43-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LDZA,SKBO,21:11+02:00,10:27-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
LDZA,SKBO,21:11+02:00,13:50-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
LDZA,SKBO,21:11+02:00,20:51-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
LDZA,SKBO,21:11+02:00,12:46-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|651,SLLP,EDDI,09:57-04:00,06:32+02:00,360|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
LDZA,SKBO,21:11+02:00,20:00-05:00,2,false|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|651,SLLP,EDDI,09:57-04:00,06:32+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
LDZA,SKBO,06:15+02:00,08:56-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
LDZA,SKBO,06:15+02:00,16:58-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
LDZA,SKBO,06:15+02:00,23:15-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LDZA,SKBO,06:15+02:00,07:37-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
LDZA,SKBO,06:15+02:00,19:28-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,06:15+02:00,01:32-05:00,2,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,06:15+02:00,11:08-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LDZA,SKBO,06:15+02:00,15:55-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LDZA,SKBO,06:15+02:00,22:53-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,06:15+02:00,10:27-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
LDZA,SKBO,06:15+02:00,13:50-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
LDZA,SKBO,06:15+02:00,20:51-05:00,1,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|44,SGAS,SKBO,15:11-04:00,20:51-05:00,320
LDZA,SKBO,06:15+02:00,02:43-05:00,2,false|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LDZA,SKBO,01:58+02:00,11:43-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
LDZA,SKBO,01:58+02:00,15:49-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
LDZA,SKBO,01:58+02:00,01:22-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
LDZA,SKBO,01:58+02:00,21:42-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|124,LATI,SEQM,10:12+02:00,18:31-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,01:58+02:00,06:16-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
LDZA,SKBO,01:58+02:00,10:52-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
LDZA,SKBO,01:58+02:00,21:42-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,01:58+02:00,23:15-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|284,LATI,SVMI,14:21+02:00,21:30-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LDZA,SKBO,01:58+02:00,08:56-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
LDZA,SKBO,01:58+02:00,16:58-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
LDZA,SKBO,01:58+02:00,23:15-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LDZA,SKBO,01:58+02:00,19:28-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|430,LATI,SBBR,06:30+02:00,14:04-03:00,300|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,01:58+02:00,01:32-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|430,LATI,SBBR,06:30+02:00,14:04-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,01:58+02:00,07:37-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
LDZA,SKBO,01:58+02:00,19:28-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,01:58+02:00,01:32-05:00,2,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,01:58+02:00,22:25-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|584,LATI,SPIM,06:00+02:00,15:19-05:00,340|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LDZA,SKBO,01:58+02:00,12:18-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|22,SPIM,SKBO,08:02-05:00,12:18-05:00,300
LDZA,SKBO,01:58+02:00,22:25-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LDZA,SKBO,01:58+02:00,23:04-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|642,LATI,SLLP,04:48+02:00,13:32-04:00,340|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,01:58+02:00,23:04-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|644,LATI,SLLP,09:15+02:00,18:59-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,01:58+02:00,23:04-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|648,LATI,SLLP,18:59+02:00,03:43-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,01:58+02:00,11:08-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LDZA,SKBO,01:58+02:00,15:55-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LDZA,SKBO,01:58+02:00,22:53-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,01:58+02:00,22:53-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,01:58+02:00,02:40-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|808,LATI,SABE,04:39+02:00,15:04-03:00,340|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
LDZA,SKBO,01:58+02:00,17:51-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|820,LATI,SUAA,17:04+02:00,04:18-03:00,300|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
LDZA,SKBO,01:58+02:00,17:51-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|822,LATI,SUAA,18:28+02:00,05:42-03:00,300|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
LDZA,SKBO,01:58+02:00,12:46-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|875,LATI,EDDI,03:52+02:00,06:30+02:00,300|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
LDZA,SKBO,01:58+02:00,20:00-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|875,LATI,EDDI,03:52+02:00,06:30+02:00,300|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
LDZA,SKBO,01:58+02:00,01:40-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|875,LATI,EDDI,03:52+02:00,06:30+02:00,300|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
LDZA,SKBO,01:58+02:00,01:40-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|877,LATI,EDDI,15:32+02:00,18:10+02:00,320|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
LDZA,SKBO,01:58+02:00,09:41-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340|56,EDDI,SKBO,03:48+02:00,09:41-05:00,300
LDZA,SKBO,01:58+02:00,12:46-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340
LDZA,SKBO,01:58+02:00,20:00-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300
LDZA,SKBO,01:58+02:00,01:40-05:00,2,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
LDZA,SKBO,01:58+02:00,02:06-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|881,LATI,LOWW,05:14+02:00,08:15+02:00,360|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360
LDZA,SKBO,01:58+02:00,02:06-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|883,LATI,LOWW,09:46+02:00,12:47+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360
LDZA,SKBO,01:58+02:00,12:06-05:00,1,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|887,LATI,LOWW,21:31+02:00,00:32+02:00,360|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360
LDZA,SKBO,01:58+02:00,21:48-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|889,LATI,EBCI,05:25+02:00,08:20+02:00,300|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
LDZA,SKBO,01:58+02:00,21:48-05:00,0,false|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|891,LATI,EBCI,10:13+02:00,13:08+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340
LDZA,SKBO,09:41+02:00,01:22-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
LDZA,SKBO,09:41+02:00,06:16-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
LDZA,SKBO,09:41+02:00,10:52-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
LDZA,SKBO,09:41+02:00,21:42-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SKBO,09:41+02:00,23:15-05:00,0,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|284,LATI,SVMI,14:21+02:00,21:30-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LDZA,SKBO,09:41+02:00,08:56-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
LDZA,SKBO,09:41+02:00,16:58-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
LDZA,SKBO,09:41+02:00,23:15-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|286,LATI,SVMI,18:00+02:00,01:09-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LDZA,SKBO,09:41+02:00,07:37-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
LDZA,SKBO,09:41+02:00,19:28-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LDZA,SKBO,09:41+02:00,01:32-05:00,2,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LDZA,SKBO,09:41+02:00,12:18-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|22,SPIM,SKBO,08:02-05:00,12:18-05:00,300
LDZA,SKBO,09:41+02:00,22:25-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LDZA,SKBO,09:41+02:00,23:04-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|648,LATI,SLLP,18:59+02:00,03:43-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LDZA,SKBO,09:41+02:00,11:08-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LDZA,SKBO,09:41+02:00,15:55-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LDZA,SKBO,09:41+02:00,22:53-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,09:41+02:00,22:53-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LDZA,SKBO,09:41+02:00,17:51-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|820,LATI,SUAA,17:04+02:00,04:18-03:00,300|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
LDZA,SKBO,09:41+02:00,17:51-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|822,LATI,SUAA,18:28+02:00,05:42-03:00,300|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
LDZA,SKBO,09:41+02:00,01:40-05:00,1,false|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|877,LATI,EDDI,15:32+02:00,18:10+02:00,320|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340
